"spp","x","y","dbh","ht"
"Cc",38.39,31.11,14.44,12.76
"Ee",38.9,30.21,10.86,10.96
"Mm",34.64,23.02,11.21,12.15
"Mm",33.09,21.44,10.86,11.44
"Gg",32.93,21.26,15.77,14.44
"Cc",32.78,21.42,20.55,16.95
"Bb",33.83,19.94,22.8,16.74
"Jj",30.68,28.91,13.17,12.63
"Nn",34.99,26.1,19.04,17
"Ee",37.89,25.37,19.01,16.29
"Aa",38.87,29.56,32.68,20.52
"Jj",39.54,29.18,28.97,17.86
"Ll",38,23.9,20.76,16.55
"Dd",38.19,22.8,38.52,20.65
"Aa",22.32,43.29,16.45,14.58
"Mm",19.38,44.97,12.02,12.1
"Bb",21.41,46.92,55.99,21.02
"Kk",23.89,47.64,18.74,15.84
"Aa",25.61,46.86,10.55,11.4
"Ee",26.5,42.65,18.41,15.1
"Ee",24.79,44.74,12.78,13.55
"Bb",26.1,44.69,17.61,15.43
"Mm",27.1,44.22,12.36,11.93
"Dd",20.24,56.25,13.46,12.74
"Ii",25.71,55.4,23.24,17.59
"Jj",26.49,60.34,22.41,16.69
"Dd",30.37,51.06,57.61,22.57
"Dd",31.31,57.39,25.48,18.44
"Kk",34.8,52.15,34.89,19.58
"Cc",33.6,49.42,33.17,18.88
"Cc",37.24,45.98,11.91,12.35
"Oo",20.38,60.21,18.33,15.57
"Ii",24.9,63.52,36.04,20.14
"Nn",23.25,65.77,12.75,11.7
"Bb",22.82,66.19,10.3,11.24
"Cc",24.82,63.84,13.09,13.12
"Cc",29.18,64.68,31.85,18.88
"Hh",19.88,83.94,17.96,16.9
"Ll",20.92,75.6,37.93,20.58
"Aa",29.48,78.04,34.04,19.15
"Aa",27.8,75.81,12.13,11.99
"Aa",28.56,70.31,19.81,17.14
"Mm",32.08,71.97,39.25,19.83
"Cc",32.82,78.98,27.06,18.55
"Aa",36.02,75.61,21.89,16.58
"Ff",34.22,78.35,18.84,16.2
"Dd",30.22,67.62,55.78,19.68
"Ee",35.46,65.43,21.47,16.34
"Nn",37.17,70.29,22.74,18.06
"Oo",29.53,89.79,14.35,13.15
"Ii",29.44,89.8,10.79,10.44
"Ff",23.44,92.42,15.24,12.94
"Aa",21.33,93.79,10.08,10.46
"Bb",21.96,94.49,43.25,19.49
"Dd",27.79,91.3,34.58,19.75
"Gg",27.66,93.66,45.66,21.03
"Bb",30.57,90.22,54.98,21.23
"Ff",30.81,89.39,32.49,18.62
"Dd",33.34,96.97,19.69,15.19
"Ll",38.34,93.77,21.75,16.78
"Cc",20.69,101.43,13.06,13.2
"Ll",20.43,103.1,29.36,18.79
"Nn",25.42,110.12,14.85,13
"Ii",25.24,109.59,23.89,15.36
"Mm",26.87,110.25,20.86,16.3
"Bb",24.94,112.38,24.44,16.08
"Gg",23.36,120.79,29.43,17.95
"Ll",24.52,116.78,26.07,17.56
"Ee",26.09,115.61,20.71,16.41
"Dd",28.19,119.23,13.41,11.98
"Jj",29.4,117.74,38.54,18.96
"Aa",27.74,112.53,11.05,12.29
"Bb",32.47,112.65,22.23,18.07
"Jj",33.81,114.03,14.69,14.08
"Aa",35.04,115.3,12.31,11.52
"Aa",35.7,112.74,11.37,11.59
"Ff",37.93,112.13,21.59,16.13
"Jj",39.06,112.3,11.7,11.48
"Aa",33.47,103.81,27.39,17.4
"Gg",38.45,104.32,11.63,11.44
"Aa",21.09,124.52,10.57,10.3
"Ee",23.6,123.65,16.83,14.18
"Bb",20.22,126.43,25.63,15.17
"Hh",27.16,127.12,22.19,19.06
"Ff",29.75,121.21,24.67,14.97
"Gg",20.67,132.65,28.26,18.21
"Ee",24.05,131.06,12.95,13.29
"Dd",23.8,130.38,25.6,18.95
"Ff",22.54,139.33,58.74,21.81
"Gg",25.53,136.44,31.64,17.98
"Dd",25.72,139.86,13.59,13.19
"Oo",29.26,136.49,17.76,15.3
"Aa",30.32,135.71,13.01,12.48
"Oo",36.35,139.46,22.82,16.19
"Aa",31.25,122.47,15.09,13.27
"Jj",31.99,129.1,14.67,14.17
"Aa",35.82,129.78,16.08,12.76
"Ll",37.81,125.7,17.03,15.67
"Ee",37.37,121.99,39.45,20.74
"Jj",21.83,145.82,20.97,16.88
"Cc",21.55,150.1,17.61,16.18
"Ee",25.39,146.97,27.04,17.77
"Hh",26.81,142.17,26.58,16.49
"Dd",19.81,153.18,18.65,16.11
"Ii",23.21,154.41,10.14,11.02
"Bb",24.75,152.36,29.41,19.42
"Ff",22.63,153.92,14.32,14.36
"Ee",20.81,155.68,18.09,14.98
"Ee",20.3,158.47,13.45,13.87
"Cc",23.73,157.05,21.31,19.62
"Hh",25.3,156.95,22.66,18.49
"Bb",26.57,155.67,19.33,16.46
"Cc",24.87,157.27,15.12,15.47
"Rr",27.95,157.67,13,12.11
"Jj",25.39,155.03,12.92,12.9
"Rr",27.14,153.99,51.54,22.47
"Gg",32.06,151.88,30.22,18.49
"Pp",31.05,158.28,13.52,13.51
"Hh",32.06,157.12,10.96,11.14
"Jj",32.79,158.97,11.8,12.52
"Mm",38.22,157.19,32.8,20.66
"Hh",37.91,151.1,17.57,14.16
"Ee",40,151.36,10.53,11.6
"Dd",31.63,146.95,19.79,15.66
"Nn",22.94,163.81,20.54,15.02
"Hh",19.7,165.55,21.35,16.84
"Bb",21.39,170.21,32.2,18.63
"Kk",23.87,168.12,13.98,13.43
"Aa",25.79,168.59,27.65,16.76
"Bb",28,168.1,26,17.58
"Aa",28.44,167.3,18.2,16
"Oo",28.1,167.83,47.12,20.31
"Dd",26.84,161.73,28.47,19.13
"Cc",20.97,171.19,14.6,13.6
"Bb",21.73,176.4,21.33,17.32
"Bb",24.99,178.35,13.44,13.49
"Cc",20.07,177.47,11.51,12.47
"Ee",37.31,178.18,32.26,19.28
"Hh",30.58,160,26.6,17.03
"Dd",39.21,163.72,26.1,18.21
"Gg",21.54,181.7,68.83,20.32
"Ii",20.32,184.09,17,15.3
"Gg",21.39,186.27,12.92,11.79
"Ll",26.27,185.89,11.56,11.71
"Dd",28.79,186.67,10.78,11.6
"Nn",25.76,182.8,12.41,11.32
"Aa",27.55,195.66,21.67,15.82
"Jj",33.77,194.97,15.41,13.7
"Ee",32.84,198.4,27.06,17.37
"Bb",35.97,195.32,32.54,19.81
"Cc",34.68,194.36,27.52,18.45
"Oo",33.18,189.39,11.24,11.22
"Bb",39.25,189.11,49.22,21.34
"Jj",38.8,184.75,16.52,14.85
"Gg",39.16,180.17,13.41,12.69
"Ff",39.27,180.55,34.79,20.33
"Hh",22.56,206.54,16.19,14.74
"Ii",28.07,207.16,16.09,13.54
"Hh",22.46,210.47,13.06,12.79
"Dd",22.41,216.01,14.41,14.29
"Ii",35.33,212.42,64.79,23.29
"Bb",35.9,215.9,20.46,15.98
"Bb",39.57,210.53,44.58,21.5
"Ii",34.35,202.62,17.39,15.84
"Aa",32.15,202.96,48.1,21.37
"Dd",30.69,208.28,40.42,20.23
"Cc",21.92,220.48,10.53,11.76
"Aa",24.42,226.55,17.49,15.97
"Jj",27.4,224.02,25.61,17.23
"Qq",27.65,224.09,21.46,17.01
"Ll",29.7,223.28,20.78,16.39
"Ii",28.11,238.5,10.52,10.61
"Ff",27.54,230.07,17.2,13.91
"Ff",33.89,231.31,41.83,19.51
"Cc",38.46,235.65,18.87,17.09
"Ii",30.29,220.85,72.56,24.03
"Ff",33.29,222.1,13.95,13.21
"Ll",36.1,228.71,31.69,19.99
"Ff",34.92,228.43,16.04,15.93
"Qq",37.08,229.54,20.98,17.72
"Mm",38.44,226.27,10.04,10.02
"Gg",21.97,241.52,35.37,18.03
"Aa",22.24,248.81,24.91,17.97
"Oo",23.7,247.58,15.15,12.46
"Ii",21.99,246.26,25.57,17.8
"Jj",24.6,244.7,10.06,10.94
"Cc",28.52,245.19,39.26,19.91
"Bb",29.08,243.25,11.54,12.77
"Nn",20.87,254.61,19.94,17.17
"Cc",21.78,253.17,15.15,13.35
"Hh",21.42,259.93,45.37,20.13
"Aa",25.5,254.9,19.58,15.37
"Aa",26.16,260.48,19.48,17.29
"Dd",24.7,250.25,13.02,12.85
"Ee",34.27,253.72,18.55,15.23
"Ee",34.55,250.15,13.77,13.92
"Oo",33.92,256.92,14.19,12.28
"Aa",37.31,256.06,13.06,13.35
"Oo",37.29,254.33,50.22,21.69
"Dd",39.59,252.11,15.97,15.55
"Gg",36.69,252.08,13.45,12.96
"Nn",30.95,247.22,63.67,21.24
"Ee",39.75,241.88,50.44,22.43
"Ee",20.16,265.02,19.11,15.72
"Ff",19.9,265.19,13.43,13.08
"Cc",21.76,266.05,13.31,13.4
"Ii",22.3,267.34,33.57,19.78
"Cc",27.97,264.03,11.01,12.06
"Ff",23.12,271.68,24.73,18.03
"Ff",25.47,276.31,15.25,13.13
"Gg",27.91,276.88,12.09,11.76
"Ii",27.51,278.3,21.47,17.73
"Cc",26.09,271.41,16.77,13.86
"Dd",29.19,274.54,15.71,13.34
"Jj",30.34,272.18,13.2,13.27
"Mm",34.59,272.27,17.25,15.02
"Dd",33.76,271.65,56.12,22.16
"Ee",29.95,277.72,20.38,16.53
"Jj",37.68,279.16,29.14,18.13
"Kk",37.29,276.5,12.77,13.18
"Ee",40.05,274.94,16.7,14
"Mm",32.86,262.68,11.99,12.17
"Bb",33.43,261.48,39.93,19.03
"Cc",31.93,267.65,48.3,21.82
"Aa",30.66,266.3,15.27,14.23
"Ff",36.9,264.98,15.85,14.42
"Tt",38.31,261.26,68.79,23.9
"Jj",22.13,282.57,13.2,13.49
"Nn",23.84,282.29,21.68,16.74
"Mm",19.76,287.68,12.42,12.1
"Hh",22.26,289.04,40.57,19.38
"Dd",22.61,287.51,29.62,18.07
"Dd",25.42,287.31,32.01,17.89
"Oo",30.11,289.03,18.57,16.05
"Ee",28.66,287.3,12.03,12.82
"Kk",24.37,294.31,19.09,16.77
"Cc",21.18,293.15,22.35,15.7
"Aa",23.34,299.38,25.55,17.74
"Bb",26.68,294.39,24.49,17.72
"Bb",31.82,291.93,35.52,18.52
"Aa",30.3,297.08,20.05,15.23
"Aa",36.17,298.76,24.43,15.84
"Hh",37.23,298.75,18.2,14.9
"Ee",35.84,290.62,22.02,16.11
"Aa",35.23,292.32,21.56,15.7
"Oo",39.84,291.83,14.37,14.06
"Aa",32.96,284.52,18.26,15.11
"Dd",34.05,284.65,10.9,11.61
"Cc",33.19,280.61,13.78,12.7
"Nn",36.02,287.17,22.89,17.67
"Oo",35.92,288.69,42.89,20.98
"Dd",38.09,288.3,17.18,14.08
"Ee",35.49,282.08,18.87,15.17
"Ll",20.26,300.89,32.35,18.98
"Dd",22.51,300.4,21.93,16.66
"Bb",24.88,300.42,18.78,14.85
"Bb",24.83,309.39,15.46,14.19
"Cc",27.33,309.29,15.57,13.96
"Aa",28.74,306.04,11.86,12.47
"Gg",27.89,305.09,16.33,13.72
"Jj",27.66,299.26,24.01,16.78
"Dd",20.11,310.79,11.37,12.13
"Bb",24.92,311.84,13.69,12.73
"Bb",23.88,312.53,12.25,12.58
"Bb",22.1,316.93,17.8,14.47
"Mm",24.96,317.98,35.95,21.49
"Ii",28.3,317.9,11.97,11.69
"Ee",26.99,317.33,24.59,16.4
"Jj",28.74,313.98,13.62,12.6
"Dd",26.29,310.73,15.27,13.81
"Nn",30.56,311.19,15.66,12.7
"Ee",31.67,313.23,22.23,17.38
"Cc",32.08,315.5,14.56,12.59
"Jj",34.36,318.54,10.79,10.01
"Cc",34.08,315.67,11.36,11.74
"Jj",37.74,319.23,13.22,13.92
"Ff",37.3,318.81,17.97,13.87
"Ll",38.01,316.56,16.01,14.21
"Cc",38.1,314.37,10.87,11.55
"Cc",39.39,314.28,15.71,13.01
"Mm",33.82,302.12,13.39,12.56
"Hh",30.75,306.18,13.41,12.17
"Ee",32.62,307.9,16.01,13.69
"Dd",30.9,307.75,12.04,11.39
"Mm",34.68,309.91,15.98,13.57
"Ii",38.06,302.82,11.97,12.44
"Aa",39.53,300.14,33.64,19.23
"Ii",35.32,300.98,21.19,16.82
"Cc",20.71,321.35,13.32,13.62
"Nn",23.44,322.05,12.88,12.96
"Gg",23.11,327.39,23.42,15.94
"Kk",24.41,325.2,13.83,12.79
"Ee",28.58,325.92,14.24,13.26
"Aa",28.39,328.16,15.84,13.36
"Ll",29.45,326.15,11.96,11.77
"Dd",28.32,325.37,12.12,14.17
"Hh",25.55,321.07,29.22,18.44
"Ee",22.59,332.64,12.7,12.89
"Aa",25.04,330.25,12.47,11.62
"Mm",20.1,335.5,12.49,12.91
"Hh",20.94,339.2,15.26,14.45
"Jj",24.49,335.97,32.41,18.39
"Ff",27.16,335.86,16.23,15.11
"Oo",26.13,339.49,16.86,13.7
"Ff",25.06,339.45,11.83,10.95
"Cc",25.71,338.65,33.48,20.91
"Kk",28.88,339.47,14.74,13.03
"Ff",26.73,329.73,15.18,14.05
"Gg",27.39,331.65,10.17,9.86
"Dd",32.11,332.11,21.31,17.49
"Mm",34.3,333.61,42.09,21.97
"Nn",30.19,338.98,14.2,14.18
"Ii",39.3,335.9,15.15,14.9
"Bb",37.35,339.06,20.05,16.94
"Bb",38.83,329.52,18.72,16.69
"Cc",34.41,322.71,20.1,16.02
"Dd",35.32,321.96,10.94,10.43
"Oo",31.25,325.93,16.77,14.49
"Dd",30.69,325.06,17.26,15.25
"Gg",37.82,328.89,10.38,10.64
"Nn",36.69,322.11,22.67,16.46
"Gg",37.78,321.97,19.5,16.54
"Ee",36.83,320.99,13.06,12.53
"Ee",19.59,341.58,33.65,18.61
"Bb",22.19,343.07,16.16,15.42
"Aa",21.72,343.02,45.49,21.21
"Cc",21.66,344.71,11.84,11.81
"Cc",21.52,348.27,12.93,12.63
"Kk",25.44,347.03,16.39,14.64
"Cc",29.49,348.05,13.3,12.79
"Cc",28.43,347.64,15.31,13.54
"Ll",28.23,343.73,16.78,15.25
"Cc",30.94,340.96,17.96,15.59
"Hh",21.75,352.31,50.59,21.47
"Ii",24.35,353.68,17.08,15
"Jj",23.81,353.15,30.82,18.77
"Aa",24.21,352.14,17.77,14.15
"Kk",21.02,356.08,27.43,18.13
"Ff",20.48,358.29,26.76,19.53
"Ff",24.94,355.48,22.36,15.67
"Dd",25.47,356.72,10.39,10.25
"Aa",29.22,357.65,14.71,15.73
"Hh",31.12,351.51,13.97,13.68
"Bb",34.17,351.77,18.15,15.28
"Ii",34.38,356.67,15.84,14.64
"Kk",38.04,354.66,12.48,11.98
"Jj",32.84,340.16,12.37,12.76
"Nn",32.21,341.43,18.65,15.22
"Jj",32.45,345.65,26.8,18.4
"Gg",32.06,349.74,19.43,15.06
"Ee",34.23,347.48,17.26,14.3
"Ff",34.19,346.62,34.49,20.15
"Bb",34.55,347.34,22.89,18.38
"Oo",37.35,340.51,17.64,15.07
"Bb",39.88,342.26,19.08,15.78
"Bb",39.67,340.78,18.29,14.65
"Bb",20.89,361.47,17.32,13.72
"Ff",22.69,361.75,19.69,17.22
"Hh",21.18,364.51,14.37,15.34
"Bb",22.21,363.67,14.23,13.47
"Rr",21.28,368.37,41.73,19.7
"Bb",21.91,367.37,13.14,12.34
"Ii",22.04,369.35,12.16,12.03
"Aa",21.11,369.03,33.06,19.39
"Ee",24.78,366.42,11.62,12.62
"Ee",28.62,369.35,24.38,16.11
"Ee",29.9,366.24,36.82,21.08
"Ff",30.53,363.92,24.85,17.59
"Bb",28.99,363.89,13.46,12.75
"Nn",21.07,371.13,12.04,11.6
"Bb",21.83,371.69,29.29,18.59
"Aa",23.73,372.46,13.74,13.71
"Bb",19.89,373.77,20.53,18.05
"Mm",27.12,379.83,15.06,14.32
"Ee",26.53,380.21,32.66,18.84
"Jj",33.58,363,11.71,11.86
"Bb",35.01,363.55,22.78,16.58
"Mm",33.35,364.42,17.7,15.21
"Ee",37.48,367.09,27.39,17.76
"Ll",39.95,361.73,18.09,15.88
"Ff",38.31,359.98,13.8,14.26
"Jj",24.48,386.88,17.75,15.45
"Aa",24.5,387.94,29.82,20.21
"Ee",24.42,390.22,16.21,14.68
"Ff",23.49,391.46,25.61,19.43
"Aa",22.03,392.69,45.21,23.3
"Ll",29.98,399.89,14.48,13.44
"Cc",33.96,393.85,39.83,19.02
"Nn",34.57,391.45,16.04,13.82
"Ff",34.16,390.77,13.08,12.4
"Hh",37.71,391.89,28.62,21.37
"Bb",31.36,381.6,11.32,12.1
"Dd",33.01,383.3,43.28,20.58
"Kk",38.11,387.57,16.31,14.04
"Ee",23.12,400.55,26.88,17.92
"Aa",21.91,404.16,12.52,12.85
"Cc",23.16,405.92,21.52,15.87
"Bb",29.22,405.71,20.82,15.75
"Gg",30.23,404.27,38.13,21.55
"Dd",22.78,415.65,21.61,15.78
"Aa",20.53,415.14,27.01,17.89
"Mm",27.63,415.14,12.29,12.28
"Kk",29.4,419.8,49.19,21.78
"Hh",29.86,419.87,13.75,12.81
"Cc",26.8,414.5,28.32,18.53
"Ee",34.8,412.93,25.93,18.11
"Oo",33.72,411.27,33.29,19.74
"Jj",36.25,418.22,39.94,17.72
"Aa",39.06,415.4,16.05,16.12
"Ee",37.17,414,43.42,20.53
"Kk",38.03,412.71,11.39,11.27
"Jj",39.36,411.59,12.49,13.78
"Aa",33.84,406.98,31.05,20.55
"Ii",38.18,409.37,14.36,13.07
"Dd",24.17,421.02,31.74,18.42
"Nn",25.41,428.44,44.72,20.09
"Oo",30.09,427.94,15.11,12.9
"Nn",24.18,432.04,26.5,17.75
"Dd",21.34,439.23,10.49,10.61
"Cc",27.6,438.79,25.49,18.3
"Nn",29.94,433.21,16.6,14.58
"Kk",27.07,433.38,12.1,12.26
"Aa",25.88,431.08,18,15.2
"Ll",30.6,434.11,67.4,20.8
"Jj",30.73,435.66,21.05,16.27
"Cc",35.25,435.87,14.26,14
"Gg",36.01,438.86,33.73,21.02
"Gg",39.91,436.33,25.93,17.74
"Ff",40.78,430.84,44.01,20.3
"Cc",32.31,425.65,28.12,18.25
"Hh",36.48,429.72,12.76,13.37
"Ee",37.64,430.1,30.35,20.42
"Dd",39.36,423.9,10.71,11.3
"Ii",37.66,421.82,37.32,20.21
"Gg",23.95,440.2,15.21,13.95
"Nn",22.41,441.17,12.89,14.25
"Ll",21.71,439.68,12.81,12.42
"Kk",21.42,446.21,17.46,14.59
"Kk",25.4,449.27,28.72,19.02
"Cc",23.84,449.84,11.4,12.44
"Ll",24.54,445.53,10.64,10.97
"Nn",28.59,448.21,21.69,16.61
"Ll",26.96,440.99,22.73,16.84
"Nn",21.79,450.9,13.13,11.36
"Ee",21.14,453.27,12.31,11.36
"Ee",21.81,455.85,16.5,14.34
"Aa",24.02,455.58,23.7,17.32
"Bb",26.9,456.06,24.27,17.42
"Aa",25.94,456.83,14.28,12.56
"Ff",31.78,450.75,15.49,14.07
"Aa",34.38,450.66,11.67,11.11
"Ee",33.19,459.01,89.82,25.76
"Mm",33.71,458.74,12.18,12.48
"Nn",31.32,440.96,15.17,12.89
"Bb",31.74,442.06,17.22,15.64
"Mm",33.03,446.52,10.1,10.37
"Ff",32.63,448.53,24.65,18.68
"Kk",39.63,446.04,15.21,13.28
"Aa",38.87,443.13,17.67,16.62
"Dd",21.95,462.84,14.76,12.9
"Gg",25.17,463.28,16.8,14.65
"Ee",22.2,463.13,14.99,14.34
"Aa",23.83,461.52,13.08,12.86
"Ff",23.96,467.86,10.01,10.51
"Kk",23.78,467.69,31.27,20.07
"Kk",27.89,460.53,27.85,18.96
"Ee",27.28,463.33,39.8,20.48
"Bb",24.96,463.27,10.86,11.9
"Dd",25.67,463.66,19.07,16.27
"Kk",22.34,473.91,12.81,11.9
"Jj",22.46,474.2,23.94,18.03
"Aa",24.66,474.84,29.52,18.77
"Mm",22.06,470.2,20.59,17.16
"Bb",25.07,474.82,11.95,12.06
"Hh",30.1,474.07,21.1,16.64
"Gg",32.01,470.87,20.24,15.45
"Ff",32.25,478.84,21.55,17.19
"Cc",37.18,478.77,27.72,18.73
"Ii",32.63,461.62,17.15,14.98
"Nn",32.13,460.51,29.53,18.72
"Mm",30.85,463.32,10.69,10.54
"Ll",29.46,464.1,24.62,18.38
"Jj",32.53,469.66,12.32,13.1
"Mm",37.42,467.33,18.82,16.04
"Aa",40.12,462.96,18.9,15.88
"Ee",38.66,462.78,11.6,11.62
"Ee",24.42,481.5,13.47,12.57
"Cc",25.07,481.96,11.43,11.49
"Hh",22.41,481.11,21.88,16.99
"Ff",22,482.65,13.87,14.29
"Nn",29.8,485.64,13.41,13.5
"Cc",29.39,481.34,14.09,13.17
"Jj",27.03,481.28,27.85,20.07
"Bb",26.61,482.52,16.56,12.76
"Bb",23.75,494.86,20.83,14.98
"Bb",21.12,499.7,26.67,16.3
"Aa",22.79,499.9,18.04,16.51
"Ff",28.87,498.02,17.71,15.27
"Dd",27.22,496.71,14.22,11.94
"Mm",30.46,490.94,22.07,17.25
"Mm",34.93,493.68,12.51,13.27
"Ii",35.73,494.67,20.05,17.31
"Ii",29.91,497.63,26.42,19.3
"Cc",33.12,498.77,35.12,19.18
"Ee",38,496.31,17.16,14.23
"Ii",37.81,499.23,11.66,12.01
"Ll",34.49,482.47,41.83,21.21
"Oo",32.97,481.3,14.92,13.64
"Dd",31.87,486.28,19.35,16.29
"Ll",30.33,487.58,43.45,20.52
"Gg",33.87,485.17,37.85,18.57
"Dd",35.29,485.37,15.29,13.07
"Nn",38.42,485.57,10.99,11.52
"Oo",37.59,486.76,11.69,12.34
"Ii",38.61,484.42,25.79,18.24
"Mm",38.1,485.67,15.58,14.19
"Ee",41.97,3.53,25.17,16.84
"Ss",41.64,4.9,25.95,19.36
"Gg",44.33,4.24,23.19,17.64
"Bb",43.69,0.87,19.13,16.51
"Kk",41.27,7.88,17.61,16.01
"Cc",46.11,6.47,54.65,20.95
"Bb",46.26,9.15,17.63,15.48
"Ii",46.68,9.93,26.23,18.07
"Cc",49.17,7.54,14.06,13.66
"Bb",49.56,5.59,37.23,19.3
"Ll",44.36,2.24,24.33,17.46
"Nn",41.11,13.39,21.14,15.75
"Jj",43.05,13.68,18.67,15.11
"Mm",47.86,20.19,10.65,9.89
"Jj",51.94,13.24,25.12,17.44
"Hh",50.79,18.61,36.38,22.26
"Ll",52.81,18.41,14.41,13.94
"Aa",58.23,10.42,20.76,15.63
"Ll",52.7,4.11,48.47,21.69
"Gg",50.07,4.04,12.09,12.46
"Kk",52.26,7.35,34.74,20.73
"Ii",52.52,6.24,14.7,13.9
"Dd",54.04,5.75,20.89,16.15
"Cc",56.69,6.75,10.26,10.4
"Hh",57.16,6.63,15.68,14.96
"Mm",59.48,8.12,19.52,16.87
"Bb",57.07,5.26,27.35,18.82
"Ll",57.01,3.65,29.28,18.47
"Dd",57.92,5.1,26.74,18.77
"Hh",57.98,5.83,17.04,15.18
"Hh",59.53,3.05,10.2,10.36
"Bb",42.31,23.47,38.38,21.44
"Ee",42.18,25.07,23.27,17.58
"Hh",43.63,24.89,18.29,15.16
"Gg",49.26,28.26,31.51,18.48
"Kk",40.72,35.75,11.01,10.28
"Hh",42.14,39.35,24.32,17.13
"Bb",52.62,39.25,54.2,22.32
"Aa",55.15,34.02,11.08,11.73
"Bb",49.89,25.78,14.58,13.5
"Aa",54.45,28.18,44.14,20.27
"Bb",54.24,25.63,11.95,12.4
"Gg",57.9,26.81,30.64,17.97
"Oo",55.24,20.19,15.93,14.43
"Aa",58.77,24.31,19.19,15.05
"Dd",40.11,40.8,13.61,11.9
"Cc",42.86,45.93,29.45,18.29
"Cc",44.61,44.7,18.31,14.96
"Ee",46.33,46.61,43.72,21.68
"Aa",46.91,44.72,23.35,18.13
"Pp",43.59,50.64,26.8,16.33
"Dd",41.51,59.42,29.85,18.75
"Bb",43.31,59.51,23.14,16.04
"Aa",48.59,58.19,26.32,18.49
"Ii",53.82,53.41,33.54,18.66
"Aa",52.28,57.59,24.28,17.47
"Cc",54.93,55.11,13.85,14.55
"Bb",54.6,57,18.43,17.15
"Aa",59.94,57.28,21.85,16.8
"Cc",58.02,53.69,12.17,11.99
"Oo",59.29,54.1,14.01,14.2
"Cc",57.15,47.93,10.26,11.42
"Dd",57.61,39.95,22.81,15.51
"Ee",41.55,66.21,10.74,11.66
"Ff",43.48,68.85,12.82,12.77
"Hh",46.8,67.59,14.19,13.43
"Aa",47.02,62.03,16.8,15.18
"Ff",56.32,77.25,11.45,11.58
"Bb",57.91,76.48,15.19,13.49
"Mm",54.72,71.48,10.5,11.44
"Aa",54.43,61.47,43.35,21.65
"Bb",54.64,61.49,25.59,18.64
"Dd",58.03,67.95,12.67,12.62
"Aa",57.63,62.77,15.6,13.66
"Mm",41.3,88.33,11.57,12.96
"Jj",42.43,87.84,27.73,18.31
"Aa",42.66,87.75,16.7,14.89
"Ll",47.15,88.8,13.47,13.83
"Aa",49.41,89.61,31.52,18.92
"Bb",47.6,88.45,15.66,13.51
"Cc",44.41,80.25,14.98,12.96
"Mm",58.88,62.69,21.19,15.33
"Kk",46.27,92.28,16.55,14.65
"Dd",51.69,92.18,14.79,13.22
"Bb",50.62,96.74,18.36,15.29
"Jj",55.28,98.69,11.02,11.61
"Dd",57.54,96.52,12.68,13.06
"Ii",59.7,95.17,13.98,14.08
"Cc",54.92,81.95,16.91,14.14
"Ii",52.23,87.51,18.42,16.46
"Hh",52.06,88.98,26.13,20.71
"Nn",55.46,87.96,11.2,11.25
"Kk",56.05,88.63,11.22,10.21
"Jj",59.46,86.27,13.31,12.33
"Aa",58.43,83.81,11.05,11.13
"Nn",42.13,33.81,18.17,15.22
"Ee",47.81,116.57,31.72,19.19
"Nn",48.53,112.61,13.16,12.39
"Mm",48.88,111.77,11.47,12.04
"Aa",51.83,110.42,13.68,13.92
"Ll",51.62,117.17,31.29,20.08
"Nn",57.55,117.14,14.29,13.5
"Ff",54.17,103.92,17.13,14.23
"Nn",56.24,109.04,97.04,24.08
"Ii",56.01,100.19,19.51,15.76
"Gg",56.81,102.88,34.23,18.39
"Dd",55.87,104.54,13,14.21
"Ll",59.51,103.61,12.94,12.6
"Bb",58.69,105.19,19.21,15.77
"Mm",58.09,102.66,23.96,18.58
"Cc",40.92,121.75,11.36,10.63
"Ff",43.34,128.28,26.58,17.36
"Bb",42.75,126.32,13.12,14.02
"Pp",48.96,127.79,10.48,12.22
"Hh",49.43,127.44,14.82,13.9
"Dd",40.85,131.57,21.39,15.2
"Ff",42.66,132.69,24.78,18.76
"Bb",40.11,135.75,51.43,21.42
"Bb",43.37,139.64,11.98,11
"Bb",43.79,138.94,23.61,16.75
"Ee",43.76,139.85,25.08,17.75
"Ee",45.06,136.47,25.97,20.62
"Ll",47.9,136.27,13.97,12.98
"Jj",45.23,137.68,16.28,15.1
"Jj",45.93,137.58,20.73,17.32
"Mm",50.63,134.5,12.89,12.25
"Hh",54.1,130.19,31.25,19.88
"Bb",56.87,135.96,22.9,16.93
"Ff",55.46,135.28,16.83,14.99
"Gg",58.87,132.89,46.96,21.46
"Nn",59.22,133.29,22.63,17.89
"Ee",50.41,120.57,19.69,15.08
"Gg",52.16,124.29,19.13,16.64
"Hh",55.83,123.68,25.82,19.95
"Dd",54.08,123.59,32,19.35
"Ll",51.08,125.65,18.28,16.11
"Cc",53.36,125.92,58.19,24.09
"Qq",56.17,125.95,13.14,12.51
"Ff",56.02,127.12,33.79,19.9
"Dd",47.39,146.41,46.68,22.79
"Bb",47.2,141.24,17.38,15.97
"Ee",46.69,159.76,25.28,17.88
"Gg",58.05,158.83,34.78,19.49
"Cc",54.49,146.63,35.99,19.28
"Ii",56.6,146.18,20.03,17.04
"Aa",59.57,148.5,13.78,13.78
"Aa",55.61,143.03,13.6,11.53
"Jj",58.12,144.37,61,22.29
"Bb",44.27,169.07,54.4,19.68
"Ff",44.81,162.68,12.53,13.24
"Nn",43.89,170.33,15.56,13.41
"Nn",40.93,179.9,38.01,20.35
